Searches,Filters,Shortlist,Enquiries,Photoclicks,PageView,Result
0,0,0,1,0,5,0
0,0,0,1,0,5,0
0,0,0,1,0,5,0
3,0,0,1,0,4,0
3,0,0,1,0,4,0
3,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
1,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
0,0,0,1,0,4,0
9,0,0,1,0,3,0
3,0,0,1,0,3,0
3,0,0,1,0,3,0
2,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
1,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,16,0,1,0,3,1
0,0,0,1,0,3,0
0,9,0,2,0,3,1
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,6,0,1,2,3,1
0,6,0,1,0,3,1
0,0,0,1,0,3,0
0,4,0,3,0,3,1
0,4,0,1,0,3,1
0,4,0,1,0,3,1
1,3,0,1,0,3,1
1,3,0,1,0,3,1
0,3,0,1,0,3,1
3,2,0,2,1,3,1
3,2,0,0,1,3,1
1,2,0,2,3,3,1
1,2,0,1,0,3,1
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,1,0,1,0,3,1
0,1,0,1,0,3,1
0,1,0,0,0,3,1
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
1,0,5,1,0,3,1
6,0,0,1,0,3,1
3,0,0,1,1,3,1
3,0,0,0,0,3,1
2,0,0,3,1,3,1
2,0,0,0,1,3,1
2,0,0,5,0,3,1
2,0,0,1,0,3,1
2,0,0,1,0,3,1
1,0,0,0,1,3,1
1,0,0,10,0,3,1
1,0,0,3,0,3,1
1,0,0,1,0,3,1
1,0,0,1,0,3,1
1,0,0,1,0,3,1
1,0,0,1,0,3,1
1,0,0,1,0,3,1
1,0,0,0,0,3,1
0,0,0,1,9,3,1
0,0,0,1,6,3,1
0,0,0,1,6,3,1
0,0,0,1,5,3,1
0,0,0,2,3,3,1
0,0,0,2,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,1,3,3,1
0,0,0,3,2,3,1
0,0,0,2,2,3,1
0,0,0,2,2,3,1
0,0,0,1,2,3,1
0,0,0,1,2,3,1
0,0,0,3,1,3,1
0,0,0,3,1,3,1
0,0,0,3,1,3,1
0,0,0,2,1,3,1
0,0,0,2,1,3,1
0,0,0,2,1,3,1
0,0,0,2,1,3,1
0,0,0,2,1,3,1
0,0,0,2,1,3,1
0,0,0,2,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,1,1,3,1
0,0,0,0,1,3,1
0,0,0,0,1,3,1
0,0,0,0,1,3,1
0,0,0,0,1,3,1
0,0,0,0,1,3,1
0,0,0,0,1,3,1
0,0,0,0,1,3,1
0,0,0,6,0,3,1
0,0,0,4,0,3,1
0,0,0,4,0,3,1
0,0,0,4,0,3,1
0,0,0,4,0,3,1
0,0,0,4,0,3,1
0,0,0,4,0,3,1
0,0,0,4,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,3,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,2,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,1
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
0,0,0,1,0,3,0
2,0,0,1,0,2,0
1,0,0,1,0,2,0
1,0,0,1,0,2,0
1,0,0,1,0,2,0
1,0,0,1,0,2,0
1,0,0,1,0,2,0
1,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
0,0,0,1,0,2,0
